condition,participant,seed,split,class_id,support,precision,recall,f1
A0,D,1,test_normal,30,5,0.5714285714285714,0.8,0.6666666666666666
A0,D,1,test_fault,0,1,1.0,1.0,1.0
A0,D,1,test_fault,1,6,1.0,1.0,1.0
A0,D,1,test_fault,2,4,1.0,1.0,1.0
A0,D,1,test_fault,3,1,0.3333333333333333,1.0,0.5
A0,D,1,test_fault,4,0,0.0,0.0,0.0
A0,D,1,test_fault,5,0,0.0,0.0,0.0
A0,D,1,test_fault,6,1,1.0,1.0,1.0
A0,D,1,test_fault,7,7,1.0,1.0,1.0
A0,D,1,test_fault,8,7,0.875,1.0,0.9333333333333333
A0,D,1,test_fault,9,1,1.0,1.0,1.0
A0,D,1,test_fault,10,4,1.0,1.0,1.0
A0,D,1,test_fault,11,1,1.0,1.0,1.0
A0,D,1,test_fault,12,1,1.0,1.0,1.0
A0,D,1,test_fault,13,6,1.0,1.0,1.0
A0,D,1,test_fault,14,4,1.0,1.0,1.0
A0,D,1,test_fault,15,1,1.0,1.0,1.0
A0,D,1,test_fault,16,3,1.0,0.3333333333333333,0.5
A0,D,1,test_fault,17,0,0.0,0.0,0.0
A0,D,1,test_fault,18,4,1.0,1.0,1.0
A0,D,1,test_fault,19,1,1.0,1.0,1.0
A0,D,1,test_fault,20,0,0.0,0.0,0.0
A0,D,1,test_fault,21,1,1.0,1.0,1.0
A0,D,1,test_fault,22,0,0.0,0.0,0.0
A0,D,1,test_fault,23,1,1.0,1.0,1.0
A0,D,1,test_fault,24,1,0.0,0.0,0.0
A0,D,1,test_fault,25,1,0.0,0.0,0.0
A0,D,1,test_fault,26,1,1.0,1.0,1.0
A0,D,1,test_fault,27,1,0.0,0.0,0.0
A0,D,1,test_fault,28,1,1.0,1.0,1.0
A0,D,1,test_fault,29,1,0.0,0.0,0.0
A0,D,1,test_fault,30,1,1.0,1.0,1.0
A0,D,2,test_all,0,6,0.8571428571428571,1.0,0.923076923076923
A0,D,2,test_all,1,48,0.7906976744186046,0.7083333333333334,0.7472527472527473
A0,D,2,test_all,2,25,1.0,1.0,1.0
A0,D,2,test_all,3,22,1.0,1.0,1.0
A0,D,2,test_all,4,5,1.0,0.6,0.7499999999999999
A0,D,2,test_all,5,5,0.7142857142857143,1.0,0.8333333333333333
A0,D,2,test_all,6,6,1.0,0.8333333333333334,0.9090909090909091
A0,D,2,test_all,7,49,0.9583333333333334,0.9387755102040817,0.9484536082474228
A0,D,2,test_all,8,49,0.96,0.9795918367346939,0.9696969696969697
A0,D,2,test_all,9,6,0.8333333333333334,0.8333333333333334,0.8333333333333334
A0,D,2,test_all,10,25,0.9615384615384616,1.0,0.9803921568627451
A0,D,2,test_all,11,6,0.8571428571428571,1.0,0.923076923076923
A0,D,2,test_all,12,6,0.8,0.6666666666666666,0.7272727272727272
A0,D,2,test_all,13,48,0.7547169811320755,0.8333333333333334,0.7920792079207922
A0,D,2,test_all,14,25,0.9615384615384616,1.0,0.9803921568627451
A0,D,2,test_all,15,6,1.0,1.0,1.0
A0,D,2,test_all,16,24,0.9473684210526315,0.75,0.8372093023255814
A0,D,2,test_all,17,5,0.75,0.6,0.6666666666666665
A0,D,2,test_all,18,25,0.8888888888888888,0.96,0.923076923076923
A0,D,2,test_all,19,6,0.7142857142857143,0.8333333333333334,0.7692307692307692
A0,D,2,test_all,20,5,0.7142857142857143,1.0,0.8333333333333333
A0,D,2,test_all,21,6,0.8571428571428571,1.0,0.923076923076923
A0,D,2,test_all,22,6,0.75,1.0,0.8571428571428571
A0,D,2,test_all,23,6,1.0,1.0,1.0
A0,D,2,test_all,24,6,0.8571428571428571,1.0,0.923076923076923
A0,D,2,test_all,25,6,1.0,0.6666666666666666,0.8
A0,D,2,test_all,26,6,1.0,1.0,1.0
A0,D,2,test_all,27,6,1.0,0.6666666666666666,0.8
A0,D,2,test_all,28,6,1.0,1.0,1.0
A0,D,2,test_all,29,6,1.0,0.8333333333333334,0.9090909090909091
A0,D,2,test_all,30,6,1.0,1.0,1.0
A0,D,2,test_normal,0,5,0.8333333333333334,1.0,0.9090909090909091
A0,D,2,test_normal,1,42,0.7692307692307693,0.7142857142857143,0.7407407407407408
A0,D,2,test_normal,2,21,1.0,1.0,1.0
A0,D,2,test_normal,3,21,1.0,1.0,1.0
A0,D,2,test_normal,4,5,1.0,0.6,0.7499999999999999
A0,D,2,test_normal,5,5,0.7142857142857143,1.0,0.8333333333333333
A0,D,2,test_normal,6,5,1.0,0.8,0.888888888888889
A0,D,2,test_normal,7,42,0.9512195121951219,0.9285714285714286,0.9397590361445782
A0,D,2,test_normal,8,42,0.9534883720930233,0.9761904761904762,0.9647058823529412
A0,D,2,test_normal,9,5,0.8,0.8,0.8000000000000002
A0,D,2,test_normal,10,21,0.9545454545454546,1.0,0.9767441860465117
A0,D,2,test_normal,11,5,1.0,1.0,1.0
A0,D,2,test_normal,12,5,0.75,0.6,0.6666666666666665
A0,D,2,test_normal,13,42,0.7446808510638298,0.8333333333333334,0.7865168539325842
A0,D,2,test_normal,14,21,0.9545454545454546,1.0,0.9767441860465117
A0,D,2,test_normal,15,5,1.0,1.0,1.0
